Time,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100+,Female_Life_Expectancy_at_Birth_(years)
2083,7258.429,7292.093,7349.751,7395.543,7450.415,7511.702,7563.322,7617.979,7684.58,7745.789,7807.695,7880.209,7938.213,7998.752,8071.319,8137.479,8200.065,8248.131,8292.507,8319.553,8349.688,8365.423,8400.451,8427.618,8464.013,8506.804,8545.484,8577.603,8621.077,8683.876,8735.145,8797.453,8852.124,8909.933,8968.071,9037.183,9118.154,9192.51,9277.265,9352.433,9433.561,9521.937,9607.661,9672.697,9751.672,9834.594,9908.91,9971.897,10022.364,10065.695,10104.991,10149.803,10175.23,10176.177,10175.183,10177.564,10167.385,10141.999,10122.074,10070.099,10021.092,9961.089,9950.208,10127.926,10235.419,10059.019,10246.324,10083.994,9904.328,10129.492,10122.702,10020.614,9893.243,9792.415,9536.098,9316.779,9154.042,8990.769,8821.427,8557.171,8287.363,7929.179,7436.429,6910.976,6431.513,5942.738,5452.242,4954.263,4456.073,3954.298,3479.966,3012.552,2564.218,2153.862,1767.744,1420.692,1125.067,853.82,636.017,456.53,954.258,83
2084,7205.652,7247.483,7285.096,7344.244,7390.688,7446.024,7507.737,7559.75,7614.754,7681.643,7743.063,7805.101,7877.683,7935.693,7996.103,8067.892,8131.432,8188.793,8229.89,8267.453,8289.732,8318.633,8337.102,8377.686,8411.316,8453.528,8500.778,8542.494,8576.459,8620.901,8684.06,8735.306,8797.345,8851.595,8908.888,8966.453,9034.959,9115.302,9189.01,9273.087,9347.552,9427.938,9515.525,9600.399,9664.529,9742.509,9824.363,9897.541,9959.297,10008.409,10050.203,10087.718,10130.446,10153.522,10151.91,10148.212,10147.849,10135.007,10107.06,10084.502,10029.803,9977.601,9913.804,9898.169,10069.242,10169.453,9986.607,10163.809,9993.261,9804.951,10016.412,9996.88,9881.797,9740.591,9624.087,9353.28,9117.279,8933.545,8746.756,8551.461,8262.031,7965.381,7582.798,7072.55,6533.55,6040.588,5541.086,5042.486,4540.299,4042.264,3546.589,3082.229,2631.914,2207.173,1824.17,1470.926,1158.583,896.657,663.687,481.129,1008.431,83.1
2085,7157.799,7195.002,7240.698,7279.758,7339.538,7386.436,7442.186,7504.279,7556.629,7611.911,7679.003,7740.551,7802.655,7875.242,7933.124,7992.765,8061.953,8120.308,8170.749,8205.084,8237.918,8258.99,8290.636,8314.668,8361.708,8401.147,8447.805,8498.073,8541.616,8576.536,8621.331,8684.451,8735.422,8797.029,8850.759,8907.475,8964.437,9032.321,9112.015,9185.056,9268.428,9342.164,9421.778,9508.525,9592.49,9655.654,9732.59,9813.321,9885.279,9945.692,9993.291,10033.339,10068.829,10109.225,10129.749,10125.489,10119.118,10116.115,10100.718,10070.213,10044.867,9987.046,9931.073,9862.862,9841.801,10005.45,10097.482,9907.496,10073.835,9894.576,9697.167,9893.786,9860.437,9731.526,9575.519,9442.134,9155.678,8900.521,8694.134,8482.326,8259.968,7944.644,7621.183,7215.628,6690.202,6140.319,5636.222,5128.527,4624.963,4122.368,3629.018,3144.543,2695.833,2268.182,1871.731,1519.963,1201.305,924.804,698.129,502.926,1066.389,83.3
2086,7109.863,7147.06,7188.08,7235.203,7274.91,7335.153,7382.476,7438.615,7501.05,7553.685,7609.179,7676.407,7738.031,7800.15,7872.618,7929.739,7986.783,8050.778,8102.201,8145.865,8175.456,8207.055,8230.827,8267.976,8298.414,8351.221,8395.089,8444.764,8496.869,8541.384,8576.687,8621.479,8684.349,8734.921,8796.033,8849.215,8905.355,8961.726,9028.994,9108.042,9180.41,9263.072,9336.064,9414.87,9500.733,9583.741,9645.904,9721.752,9801.286,9871.924,9930.845,9976.732,10014.801,10048.032,10085.899,10103.78,10096.904,10087.966,10082.429,10064.481,10031.27,10002.74,9941.234,9880.877,9807.609,9780.45,9935.766,10018.757,9821.135,9975.866,9787.428,9580.163,9760.671,9712.582,9568.855,9396.89,9245.272,8940.765,8664.906,8434.372,8196.426,7946.047,7604.837,7255.745,6829.187,6291.165,5732.846,5220.093,4707.298,4202.52,3704.025,3220.485,2752.911,2325.546,1925.435,1561.249,1242.712,959.976,720.852,529.613,1124.263,83.4
2087,7069.08,7099.216,7140.169,7182.588,7230.351,7270.525,7331.191,7378.902,7435.382,7498.101,7550.949,7606.582,7673.888,7735.531,7797.539,7869.25,7923.786,7975.656,8032.738,8077.403,8116.334,8144.691,8178.97,8208.22,8251.741,8287.926,8345.141,8392.018,8443.529,8496.606,8541.508,8576.818,8621.376,8683.854,8733.948,8794.52,8847.14,8902.702,8958.475,9025.117,9103.503,9175.184,9257.114,9329.321,9407.269,9492.196,9574.205,9635.32,9710.006,9788.241,9857.409,9914.643,9958.588,9994.447,10025.225,10060.471,10075.733,10066.343,10054.939,10046.868,10026.218,9989.912,9957.633,9891.834,9826.452,9747.484,9713.435,9859.535,9932.802,9727.079,9869.47,9671.083,9453.114,9616.379,9552.476,9392.765,9203.566,9031.046,8707.029,8409.124,8153.372,7888.378,7609.806,7243.932,6871.024,6425.8,5877.612,5313.464,4795.167,4281.054,3779.607,3290.399,2822.483,2377.565,1976.597,1608.182,1278.276,994.561,749.458,547.765,1186.547,83.6
2088,7027.851,7059.066,7092.859,7135.138,7178.157,7226.352,7266.919,7327.941,7375.967,7432.707,7495.617,7548.587,7604.286,7671.601,7733.125,7794.383,7863.545,7912.99,7958.062,8008.499,8048.523,8086.292,8117.395,8157.206,8192.87,8242.149,8282.738,8342.928,8391.599,8444.033,8497.442,8542.297,8577.329,8621.459,8683.414,8732.939,8792.916,8844.934,8899.877,8955.014,9020.989,9098.675,9169.625,9250.76,9322.117,9399.142,9483.077,9564.028,9624.013,9697.428,9774.211,9841.71,9897.024,9938.795,9972.248,10000.478,10033.116,10045.85,10034.04,10020.167,10009.408,9985.668,9945.709,9909.071,9838.343,9767.289,9681.859,9640.167,9776.338,9839.214,9624.952,9753.949,9544.748,9315.388,9460.105,9379.118,9202.062,8993.022,8797.857,8453.055,8132.165,7850.303,7558.096,7252.334,6863.612,6469.039,6007.322,5451.532,4884.746,4364.673,3853.788,3360.884,2886.842,2440.439,2023.276,1653.059,1318.524,1024.527,777.665,570.43,1245.738,83.7
2089,6984.536,7017.71,7052.54,7087.649,7130.54,7174.005,7222.603,7263.539,7324.882,7373.177,7430.118,7493.159,7546.204,7601.923,7669.128,7729.911,7788.623,7852.683,7895.316,7933.729,7979.507,8018.339,8058.802,8095.375,8141.537,8182.92,8236.579,8280.147,8342.141,8391.76,8444.554,8497.944,8542.55,8577.189,8620.834,8682.245,8731.209,8790.606,8842.032,8896.364,8950.865,9016.173,9093.148,9163.338,9243.642,9314.108,9390.177,9473.082,9552.912,9611.678,9683.688,9758.837,9824.451,9877.627,9917.041,9948.002,9973.706,10003.827,10014.127,9999.9,9983.417,9969.593,9942.218,9898.013,9856.378,9780.088,9702.604,9609.998,9560.09,9685.638,9737.479,9513.952,9628.386,9407.667,9166.093,9290.745,9191.242,8994.276,8763.707,8544.3,8177.829,7833.176,7525.029,7206.579,6875.206,6465.757,6051.49,5575.577,5015.31,4449.685,3932.35,3429.901,2951.459,2498.554,2078.927,1693.917,1356.824,1057.989,802.017,592.576,1305.273,83.8
2090,6941.886,6974.514,7011.245,7047.363,7083.08,7126.415,7170.281,7219.243,7260.499,7322.108,7370.603,7427.675,7490.792,7543.861,7599.476,7665.946,7724.195,7777.83,7835.105,7871.107,7904.883,7949.473,7990.988,8036.895,8079.794,8131.649,8177.396,8234.02,8279.391,8342.327,8392.308,8445.088,8498.231,8542.446,8576.611,8619.728,8680.58,8728.978,8787.79,8838.617,8892.324,8946.177,9010.796,9087.022,9156.406,9235.829,9305.365,9380.436,9462.244,9540.858,9598.272,9668.695,9741.996,9805.508,9856.361,9893.328,9921.814,9945.076,9972.765,9980.625,9963.838,9944.369,9926.937,9895.332,9846.248,9798.968,9716.356,9631.72,9531.394,9472.715,9586.951,9626.796,9393.183,9492.004,9258.918,9004.125,9107.01,8986.262,8767.664,8514.032,8269.168,7880.338,7511.9,7178.463,6835.362,6480.324,6052.134,5620.34,5133.186,4572.262,4012.406,3503.086,3015.082,2557.209,2130.853,1742.612,1392.146,1090.205,829.4,612.05,1365.398,84
2091,6893.073,6931.776,6967.918,7005.924,7042.659,7078.832,7122.577,7166.815,7216.104,7257.632,7319.447,7368.082,7425.24,7488.388,7541.362,7596.25,7660.19,7713.36,7760.204,7810.838,7842.194,7874.761,7921.989,7968.89,8021.067,8069.619,8125.815,8174.526,8232.959,8279.297,8342.615,8392.61,8445.17,8497.947,8541.71,8575.376,8617.967,8678.272,8726.112,8784.342,8834.568,8887.648,8940.842,9004.743,9080.183,9148.721,9227.233,9295.804,9369.816,9450.44,9527.713,9583.606,9652.241,9723.484,9784.716,9833.161,9867.699,9893.795,9914.704,9939.957,9945.239,9925.53,9902.55,9880.928,9844.469,9789.875,9736.191,9646.55,9554.223,9445.673,9377.702,9479.652,9506.449,9262.092,9344.103,9097.635,8828.553,8906.666,8762.818,8521.024,8243.189,7971.833,7560.705,7169.615,6812.482,6446.662,6069.756,5624.955,5178.413,4683.656,4126.666,3577.863,3082.587,2615.179,2183.381,1788.297,1433.978,1120.055,855.807,633.811,1423.819,84.1
2092,6850.382,6883.124,6925.28,6962.666,7001.28,7038.466,7075.045,7119.157,7163.716,7213.273,7255.007,7316.96,7365.681,7422.872,7485.927,7538.181,7590.556,7649.444,7695.862,7736.104,7782.115,7812.273,7847.476,7900.072,7953.22,8011.026,8063.903,8123.047,8173.561,8232.95,8279.673,8342.999,8392.775,8444.971,8497.296,8540.56,8573.708,8615.765,8675.513,8722.785,8780.418,8830.028,8882.461,8934.957,8998.096,9072.7,9140.354,9217.913,9285.456,9358.32,9437.633,9513.394,9567.567,9634.207,9703.215,9762.078,9808.125,9840.312,9864.099,9882.647,9905.319,9907.658,9884.504,9857.436,9830.999,9789.05,9728.189,9667.373,9570.161,9469.628,9352.367,9274.294,9362.862,9375.677,9119.779,9183.568,8922.608,8636.857,8687.991,8519.317,8253.144,7950.145,7652.021,7219.837,6807.84,6428.966,6042.229,5645.44,5186.806,4729.054,4231.236,3683.564,3151.92,2676.965,2235.786,1834.95,1473.794,1155.587,880.768,655.2,1483.774,84.2
2093,6803.544,6840.954,6877.059,6920.397,6958.357,6997.394,7034.96,7071.883,7116.294,7161.103,7210.848,7252.708,7314.736,7363.482,7420.575,7482.915,7532.689,7580.086,7632.318,7672.23,7707.93,7752.801,7785.643,7826.253,7885.118,7943.9,8006.016,8061.815,8122.723,8174.156,8233.886,8280.583,8343.65,8393.03,8444.745,8496.541,8539.261,8571.86,8613.353,8672.514,8719.186,8776.194,8825.154,8876.889,8928.634,8990.954,9064.678,9131.402,9207.938,9274.362,9345.952,9423.784,9497.835,9550.086,9614.557,9681.24,9737.739,9781.461,9811.374,9832.843,9848.891,9868.625,9867.505,9840.341,9808.573,9776.691,9728.499,9660.657,9592.158,9486.871,9377.645,9250.916,9161.841,9236.06,9233.813,8965.408,9009.39,8731.534,8427.627,8449.668,8254.798,7963.225,7634.836,7310.824,6859.399,6428.542,6029.697,5623.967,5209.865,4740.842,4276.274,3780.739,3248.568,2740.355,2291.443,1881.47,1514.36,1189.429,910.113,675.386,1544.22,84.4
2094,6744.725,6793.871,6834.62,6871.91,6915.841,6954.245,6993.68,7031.605,7068.842,7113.515,7158.525,7208.408,7250.357,7312.421,7361.082,7417.468,7477.323,7522.1,7562.813,7608.508,7643.848,7678.366,7725.852,7764.022,7810.83,7875.277,7938.346,8003.383,8060.967,8122.824,8174.638,8234.38,8280.865,8343.572,8392.512,8443.736,8495.019,8537.218,8569.288,8610.233,8668.815,8714.894,8771.273,8819.564,8870.574,8921.535,8983.013,9055.83,9121.573,9197.012,9262.207,9332.371,9408.541,9480.691,9530.86,9593.081,9657.447,9711.656,9753.127,9780.759,9799.776,9812.976,9829.262,9824.12,9792.341,9755.25,9717.17,9662.017,9586.645,9509.934,9396.087,9277.403,9140.352,9039.499,9098.236,9079.64,8797.679,8819.009,8522.726,8199.317,8190.456,7968.173,7650.922,7298.084,6949.679,6481.152,6033.312,5616.409,5194.222,4766.117,4291.063,3824.988,3338.057,2827.851,2348.812,1931.062,1555.148,1224.205,938.441,699.218,1604.936,84.5
2095,6696.176,6735.299,6787.707,6829.605,6867.475,6911.839,6950.632,6990.416,7028.646,7066.138,7111.006,7156.151,7206.12,7248.106,7310.085,7358.046,7411.967,7466.862,7505.007,7539.235,7580.395,7614.575,7651.716,7704.52,7748.875,7801.252,7869.966,7935.941,8002.746,8061.266,8123.49,8175.31,8234.828,8280.953,8343.211,8391.658,8442.368,8493.127,8534.792,8566.321,8606.701,8664.689,8710.153,8765.866,8813.444,8863.682,8913.826,8974.425,9046.275,9110.957,9185.185,9248.996,9317.553,9391.869,9461.955,9509.961,9569.936,9632.051,9684.037,9723.248,9748.465,9764.689,9774.543,9786.824,9777.056,9740.046,9696.889,9651.892,9589.224,9505.803,9420.377,9297.21,9168.211,9020.114,8906.561,8948.478,8912.115,8614.258,8610.835,8294.713,7950.793,7909.324,7659.11,7317.03,6941.257,6570.262,6086.539,5623.663,5191.152,4755.697,4317.758,3841.871,3380.568,2908.908,2426.611,1981.844,1598.221,1258.905,967.26,722.043,1667.842,84.6
2096,6641.868,6687.042,6729.364,6782.879,6825.337,6863.628,6908.366,6947.495,6987.573,7026.048,7063.728,7108.726,7153.952,7203.955,7245.856,7307.139,7352.66,7401.668,7449.992,7481.713,7511.457,7551.486,7588.304,7630.769,7689.749,7739.66,7796.292,7867.891,7935.613,8003.332,8062.203,8124.412,8175.996,8235.137,8280.81,8342.562,8390.49,8440.671,8490.889,8532.007,8562.975,8602.773,8660.143,8704.954,8759.956,8806.775,8856.207,8905.496,8965.158,9035.962,9099.471,9172.337,9234.589,9301.352,9373.654,9441.59,9487.437,9545.228,9605.153,9654.9,9691.716,9714.18,9727.118,9733.077,9740.748,9725.73,9682.746,9632.807,9580.331,9509.616,9417.642,9322.716,9189.374,9049.319,8889.301,8761.934,8785.535,8728.673,8413.424,8383.209,8046.183,7680.902,7605.812,7328.305,6962.859,6566.004,6174.05,5677.145,5201.752,4756.788,4312.181,3869.542,3399.076,2949.313,2499.236,2050.201,1642.595,1295.769,996.322,745.526,1732.517,84.8
2097,6597.226,6632.972,6681.277,6724.672,6778.731,6821.6,6860.255,6905.32,6944.735,6985.051,7023.708,7061.514,7106.591,7151.85,7201.769,7242.982,7301.842,7342.49,7384.98,7426.93,7454.206,7482.844,7525.515,7567.65,7616.278,7680.795,7734.944,7794.446,7867.776,7936.399,8004.454,8063.302,8125.264,8176.469,8235.149,8280.319,8341.546,8388.945,8438.587,8488.256,8528.812,8559.208,8598.405,8655.122,8699.239,8753.488,8799.517,8848.109,8896.49,8955.142,9024.793,9086.988,9158.322,9218.839,9283.657,9353.864,9419.655,9463.406,9519.074,9576.797,9624.176,9658.266,9677.498,9686.616,9688.092,9690.534,9669.529,9619.868,9562.598,9502.113,9422.847,9321.556,9216.26,9072.015,8920.03,8747.044,8604.629,8607.167,8527.863,8193.858,8135.117,7776.288,7389.516,7280.928,6977.384,6590.366,6174.088,5762.911,5255.366,4770.618,4317.234,3868.499,3427.346,2968.996,2537.203,2114.476,1701.775,1333.871,1027.242,769.309,1799.22,84.9
2098,6548.439,6588.522,6627.341,6676.687,6720.617,6775.076,6818.302,6857.277,6902.621,6942.268,6982.762,7021.543,7059.427,7104.536,7149.713,7198.949,7237.76,7291.78,7325.956,7362.118,7399.655,7425.842,7457.123,7505.096,7553.375,7607.522,7676.254,7733.259,7794.483,7868.703,7937.654,8005.678,8064.277,8125.855,8176.599,8234.773,8279.425,8340.121,8386.986,8436.083,8485.191,8525.175,8554.983,8593.548,8649.574,8692.958,8746.424,8791.631,8839.334,8886.738,8944.279,9012.64,9073.359,9142.989,9201.623,9264.417,9332.531,9396.233,9437.952,9491.486,9546.877,9591.565,9622.46,9637.933,9642.65,9639.036,9635.513,9607.809,9550.924,9485.798,9416.797,9328.209,9216.74,9100.32,8944.299,8779.323,8592.186,8432.286,8411.728,8308.096,7954.283,7865.38,7484.54,7077.227,6935.862,6607.845,6200.825,5766.84,5338.693,4823.652,4333.541,3876.649,3429.852,2996.889,2557.047,2149.203,1757.389,1383.81,1058.951,794.347,1866.954,85
2099,6488.943,6539.61,6582.735,6622.592,6672.483,6716.827,6771.653,6815.207,6854.469,6900.052,6939.885,6980.51,7019.377,7057.303,7102.338,7146.84,7193.675,7227.646,7275.186,7303.028,7334.767,7371.188,7399.971,7436.494,7490.55,7544.304,7602.647,7674.227,7732.965,7795.102,7869.673,7938.621,8006.422,8064.665,8125.808,8176.075,8233.751,8277.902,8338.081,8384.423,8432.98,8481.532,8520.941,8550.142,8588.048,8643.353,8685.985,8738.645,8782.989,8829.741,8876.076,8932.379,8999.297,9058.377,9126.162,9182.84,9243.614,9309.692,9371.364,9411.04,9462.316,9515.061,9556.596,9583.775,9594.916,9594.631,9585.2,9574.999,9540.038,9475.407,9401.924,9323.633,9224.859,9102.465,8974.02,8805.166,8626.035,8422.4,8243.309,8197.682,8068.131,7693.63,7573.628,7171.703,6745.396,6572.359,6221.271,5795.922,5346.507,4904.342,4385.836,3895.285,3440.912,3002.705,2584.447,2169.079,1788.993,1431.412,1100.569,820.441,1937.771,85.2
2100,6446.024,6480.44,6534.069,6578.192,6618.576,6668.863,6713.56,6768.699,6812.527,6852.019,6897.778,6937.735,6978.441,7017.346,7055.197,7099.563,7141.687,7183.731,7211.292,7252.563,7276.035,7306.692,7345.725,7379.755,7422.359,7481.878,7539.81,7600.983,7674.271,7733.9,7796.372,7870.921,7939.628,8007.057,8064.854,8125.506,8175.27,8232.434,8276.07,8335.718,8381.521,8429.523,8477.497,8516.297,8544.851,8582.058,8636.61,8678.458,8730.262,8773.676,8819.383,8864.521,8919.433,8984.745,9042.046,9107.909,9162.633,9221.442,9285.537,9345.166,9382.681,9431.393,9481.039,9518.911,9541.808,9548.023,9542.02,9526.074,9508.634,9465.888,9393.014,9310.416,9221.972,9112.258,8978.051,8836.491,8653.619,8457.939,8236.17,8036.25,7963.834,7806.883,7411.497,7260.54,6839.015,6395.53,6191.735,5819.02,5377.496,4915.527,4463.144,3946.05,3460.993,3015.689,2592.496,2195.063,1807.943,1459.213,1140.114,853.994,2010.749,85.3
2101,6388.852,6437.407,6474.762,6529.382,6574.041,6614.834,6665.483,6710.501,6765.921,6809.985,6849.66,6895.551,6935.597,6976.348,7015.185,7052.373,7094.366,7131.699,7167.329,7188.619,7225.51,7247.879,7281.105,7325.323,7365.379,7413.405,7477.078,7537.836,7600.728,7674.921,7734.909,7797.387,7871.72,7940.081,8007.086,8064.418,8124.586,8173.863,8230.527,8273.66,8332.781,8378.049,8425.493,8472.87,8511.035,8538.914,8575.403,8629.181,8670.205,8721.096,8763.494,8808.036,8851.836,8905.203,8968.775,9024.227,9088.17,9140.992,9197.887,9259.987,9317.452,9352.509,9398.213,9444.256,9477.9,9495.922,9496.496,9484.075,9461.055,9435.833,9384.786,9302.907,9210.33,9110.965,8989.4,8842.288,8686.411,8487.147,8273.245,8031.769,7809.653,7708.826,7523.66,7108.284,6927.123,6487.784,6028.719,5795.18,5402.813,4947.925,4477.191,4019.39,3509.686,3036.647,2606.822,2204.747,1832.164,1476.907,1164.154,886.222,2091.88,
