Time,Age0,Age1,Age2,Age3,Age4,Age5,Age6,Age7,Age8,Age9,Age10,Age11,Age12,Age13,Age14,Age15,Age16,Age17,Age18,Age19,Age20,Age21,Age22,Age23,Age24,Age25,Age26,Age27,Age28,Age29,Age30,Age31,Age32,Age33,Age34,Age35,Age36,Age37,Age38,Age39,Age40,Age41,Age42,Age43,Age44,Age45,Age46,Age47,Age48,Age49,Age50,Age51,Age52,Age53,Age54,Age55,Age56,Age57,Age58,Age59,Age60,Age61,Age62,Age63,Age64,Age65,Age66,Age67,Age68,Age69,Age70,Age71,Age72,Age73,Age74,Age75,Age76,Age77,Age78,Age79,Age80,Age81,Age82,Age83,Age84,Age85,Age86,Age87,Age88,Age89,Age90,Age91,Age92,Age93,Age94,Age95,Age96,Age97,Age98,Age99,Age100+,Female_Life_Expectancy_at_Birth_(years)
1978,10675.04,9966.528,9480.369,9236.752,8948.219,8656.196,8420.782,8165.95,7977.194,7834.717,7646.201,7467.005,7316.408,7203.175,7051.156,6893.149,6720.804,6550.593,6365.906,6219.141,6077.828,5912.321,5742.716,5565.975,5355.333,5140.591,4924.51,4724.379,4509.165,3966.06,3891.542,3784.181,3661.381,3547.783,3450.684,3372.143,3311.789,3266.333,3238.459,3229.674,3173.88,3083.107,2984.248,2916.124,2838.733,2754.235,2668.084,2580.416,2492.602,2403.285,2320.713,2243.754,2168.511,2090.152,2013.574,1942.342,1874.38,1806.907,1738.009,1670.889,1599.344,1524.516,1449.558,1375.891,1299.704,1231.612,1169.33,1106.128,1041.39,981.702,905.154,816.022,727.769,648.585,565.729,507.315,462.075,423.999,379.994,343.46,294.375,239.181,188.647,150.046,113.521,91.294,77.884,65.344,52.784,43.258,32.185,21.792,14.024,9.065,5.349,3.356,2.228,1.554,0.984,0.632,0.816,52.1
1979,10814.439,10049.43,9706.424,9339.441,9131.927,8865.179,8592.682,8374.014,8132.891,7953.743,7816.342,7629.681,7450.697,7299.152,7184.114,7029.981,6869.81,6695.467,6523.482,6337.411,6189.516,6047.486,5881.788,5712.364,5536.118,5326.331,5112.594,4897.614,4698.566,4484.551,3944.276,3870.283,3763.575,3641.429,3528.334,3431.513,3352.995,3292.426,3246.581,3218.177,3208.768,3152.716,3061.986,2963.236,2894.935,2817.263,2732.295,2645.437,2556.882,2468.064,2377.723,2294.106,2216.112,2139.845,2060.482,1982.791,1910.209,1840.652,1771.417,1700.684,1631.667,1558.397,1482.084,1405.851,1331.103,1254.184,1185.355,1122.354,1058.64,993.559,933.317,857.044,768.99,682.171,604.299,523.689,466.448,421.937,384.469,342.083,306.837,260.811,209.977,163.948,128.976,96.439,76.6,64.51,53.4,42.53,34.331,25.126,16.707,10.542,6.673,3.859,2.376,1.544,1.053,0.652,0.911,52.8
1980,11043.497,10203.317,9802.911,9571.659,9239.885,9051.746,8803.459,8547.528,8342.257,8110.896,7936.886,7801.291,7615.165,7435.951,7283.755,7167.931,7013.293,6852.852,6678.462,6506.572,6320.801,6173.188,6031.5,5866.279,5697.33,5521.522,5312.239,5098.957,4884.4,4685.69,4472.094,3933.776,3859.552,3752.721,3630.447,3517.067,3419.749,3340.534,3279.12,3232.351,3202.992,3192.627,3136.006,3044.963,2945.91,2876.96,2798.476,2712.511,2624.49,2534.68,2444.592,2353.074,2268.312,2189.16,2111.702,2031.104,1951.996,1877.722,1806.256,1734.999,1662.254,1591.262,1516.281,1438.56,1361.177,1285.517,1208.073,1138.71,1075.137,1010.98,945.544,884.648,808.544,721.366,636.094,559.846,481.906,426.307,382.965,346.471,305.951,272.183,229.262,182.733,141.125,109.73,81.042,63.553,52.816,43.115,33.831,26.871,19.32,12.601,7.789,4.833,2.743,1.653,1.051,0.702,0.99,53.5
1981,11329.421,10434.582,9962.117,9670.885,9471.602,9159.581,8988.888,8757.05,8514.902,8319.534,8093.601,7921.489,7786.21,7599.56,7419.228,7265.599,7148.247,6992.314,6830.783,6655.611,6483.26,6297.442,6149.928,6008.526,5843.812,5675.418,5500.173,5291.579,5079.005,4865.185,4667.185,4454.402,3918.334,3844.25,3737.605,3615.444,3501.971,3404.347,3324.659,3262.664,3215.289,3185.327,3174.332,3117.367,3026.123,2926.768,2857.071,2777.639,2690.579,2601.355,2510.33,2419.106,2326.573,2240.781,2160.512,2081.811,1999.828,1919.098,1842.942,1769.422,1696.074,1621.348,1548.494,1471.977,1393.067,1314.788,1238.499,1160.807,1091.112,1027.077,962.491,896.619,834.964,758.987,673.108,589.717,515.55,440.767,387.241,345.412,310.162,271.663,239.502,199.723,157.461,120.194,92.313,67.318,52.1,42.706,34.354,26.531,20.708,14.609,9.337,5.66,3.447,1.916,1.131,0.703,1.075,54.2
1982,11519.131,10722.42,10198.682,9833.424,9573.061,9391.277,9097.143,8942.213,8724.113,8492.124,8302.183,8078.27,7906.525,7770.547,7582.647,7400.738,7245.422,7126.369,6969.036,6806.415,6630.598,6458.03,6272.423,6125.232,5984.276,5820.145,5652.322,5477.651,5269.778,5057.978,4844.997,4647.828,4435.952,3902.102,3828.186,3721.693,3599.57,3485.945,3388.011,3307.905,3245.454,3197.65,3167.247,3155.702,3098.369,3006.795,2906.915,2836.221,2755.64,2667.354,2576.892,2484.72,2392.462,2298.978,2212.14,2130.645,2050.485,1966.851,1884.256,1806.03,1730.353,1654.918,1578.316,1503.762,1425.917,1346.069,1267.175,1190.523,1112.779,1042.843,978.332,913.207,846.766,784.319,708.701,624.469,543.445,471.888,400.688,349.557,309.483,275.65,239.264,208.835,172.257,134.226,101.208,76.753,55.244,42.176,34.074,26.984,20.484,15.692,10.852,6.804,4.049,2.416,1.315,0.759,1.133,54.8
1983,11701.725,10920.011,10491.021,10072.772,9737.621,9494.266,9328.816,9050.933,8909.328,8701.384,8474.956,8286.975,8063.529,7891.158,7753.813,7564.316,7380.747,7223.795,7103.182,6944.709,6781.385,6605.376,6432.998,6247.902,6101.214,5960.756,5797.161,5629.843,5455.701,5248.529,5037.521,4825.417,4629.089,4418.068,3886.266,3812.393,3705.885,3583.653,3469.793,3371.535,3291.074,3228.286,3180.157,3149.339,3137.175,3079.298,2987.124,2886.431,2814.499,2732.606,2643.033,2551.383,2458.156,2364.912,2270.442,2182.426,2099.459,2017.538,1931.983,1847.319,1766.91,1689.08,1611.671,1533.367,1457.328,1378.415,1297.917,1218.679,1141.855,1064.141,993.941,928.822,863.003,795.965,732.885,657.979,575.91,497.815,429.333,362.007,313.476,275.298,242.997,208.813,180.27,146.96,113.114,84.216,63.04,44.763,33.687,26.797,20.864,15.549,11.68,7.925,4.877,2.844,1.662,0.885,1.21,55.5
1984,11909.95,11111.689,10695.664,10367.851,9978.821,9660.346,9433.109,9282.845,9018.698,8886.969,8684.543,8460.147,8272.61,8048.724,7875.22,7736.377,7545.477,7360.609,7202.481,7080.86,6921.886,6758.501,6582.829,6410.987,6226.554,6080.349,5940.244,5777,5610.022,5436.279,5229.712,5019.421,4808.086,4612.434,4402.043,3871.964,3797.864,3691.094,3568.579,3454.385,3355.786,3275.016,3211.928,3163.434,3132.071,3119.06,3060.317,2967.205,2865.424,2792.052,2708.755,2617.923,2525.157,2430.902,2336.613,2241,2151.529,2066.753,1982.771,1895.072,1808.22,1725.637,1645.774,1566.571,1486.792,1409.532,1329.842,1248.966,1169.573,1092.649,1014.931,944.319,878.423,811.832,744.345,680.98,607.322,528.013,453.331,388.249,324.952,279.12,242.918,212.267,180.41,153.924,123.943,94.195,69.224,51.123,35.787,26.521,20.746,15.861,11.593,8.545,5.692,3.433,1.961,1.122,1.343,56.1
1985,12142.583,11326.227,10893.091,10575.286,10274.497,9901.854,9599.573,9387.582,9250.441,8996.551,8870.171,8669.719,8445.784,8257.653,8032.586,7857.472,7716.87,7524.436,7338.234,7179.023,7056.637,6897.498,6734.361,6559.231,6388.023,6204.238,6058.442,5918.639,5755.755,5589.19,5415.979,5210.179,5000.727,4790.208,4595.21,4385.361,3856.856,3782.45,3675.4,3552.648,3438.239,3339.468,3258.533,3195.202,3146.304,3114.254,3100.151,3040.268,2946.002,2843,2768.151,2683.529,2591.563,2497.75,2402.444,2306.975,2209.962,2118.72,2031.853,1945.601,1855.665,1766.671,1682.07,1600.389,1519.649,1438.684,1360.514,1280.335,1199.28,1119.808,1042.749,964.88,893.688,826.978,759.803,692.223,629.118,557.334,481.297,410.36,348.862,289.633,246.538,212.405,183.565,154.179,129.924,103.295,77.488,56.183,40.907,28.202,20.556,15.792,11.844,8.495,6.146,4.013,2.371,1.326,1.584,56.7
1986,12280.67,11564.259,11112.98,10775.811,10483.648,10197.761,9841.281,9554.419,9355.641,9228.348,8980.048,8855.479,8655.42,8430.914,8241.476,8014.83,7837.966,7695.619,7501.792,7314.535,7154.652,7031.972,6873.07,6710.443,6535.966,6365.363,6182.109,6036.622,5897.081,5734.579,5568.513,5395.95,5190.983,4982.357,4772.566,4578.072,4368.576,3841.483,3766.699,3659.366,3536.446,3421.945,3323.1,3242.015,3178.365,3128.888,3095.879,3080.378,3019.105,2923.527,2819.26,2742.996,2657.16,2564.113,2469.212,2372.698,2275.77,2177.021,2083.711,1994.539,1905.919,1813.798,1722.833,1636.443,1553.207,1471.224,1389.389,1310.592,1230.115,1148.953,1069.355,992.002,913.81,842.018,774.635,707.235,640.112,577.909,508.546,436.133,369.123,311.277,256.095,215.794,183.867,157.025,130.257,108.374,85.047,62.945,44.996,32.267,21.881,15.666,11.808,8.692,6.12,4.341,2.776,1.606,1.883,57.3
1987,12518.546,11711.816,11355.415,10998.202,10685.729,10407.681,10136.988,9796.064,9522.624,9333.791,9211.799,8965.48,8841.123,8640.342,8414.424,8223.106,7994.559,7815.772,7671.637,7476.546,7288.527,7128.355,7005.725,6847.292,6685.281,6511.446,6341.369,6158.601,6013.46,5874.292,5712.353,5546.996,5375.242,5171.18,4963.368,4754.221,4560.104,4350.861,3825.161,3750.045,3642.54,3519.613,3405.149,3306.273,3224.99,3160.871,3110.571,3076.328,3059.191,2996.378,2899.461,2794.021,2716.464,2629.475,2535.314,2439.173,2341.172,2242.451,2141.68,2046.103,1954.541,1863.621,1769.507,1676.826,1588.928,1504.445,1421.541,1339.125,1259.891,1179.185,1097.865,1017.982,940.159,861.675,789.413,721.718,654.647,588.623,527.89,461.335,392.746,329.726,275.542,224.408,187.006,157.453,132.801,108.764,89.319,69.155,50.463,35.531,25.064,16.696,11.73,8.677,6.27,4.327,3.007,1.883,2.257,57.9
1988,12537.504,11955.154,11509.397,11243.484,10910.074,10611.136,10347.734,10091.903,9764.511,9501.136,9317.643,9197.384,8951.45,8826.257,8624.038,8396.343,8203.09,7972.799,7792.39,7646.913,7451.134,7262.952,7102.977,6980.708,6822.871,6661.436,6488.099,6318.417,6136.061,5991.26,5852.524,5691.234,5526.622,5355.624,5152.326,4945.12,4736.37,4542.42,4333.3,3808.954,3733.522,3625.914,3503.025,3388.566,3289.542,3207.85,3142.966,3091.524,3055.772,3036.791,2972.357,2874.155,2767.644,2688.821,2600.612,2505.153,2407.463,2307.617,2206.797,2103.802,2005.876,1911.993,1818.963,1723.112,1628.997,1539.896,1454.479,1370.931,1288.113,1208.498,1127.502,1045.857,965.509,887.238,808.554,736.189,668.736,602.638,538.277,479.43,415.92,351.236,292.216,241.736,194.704,160.333,133.324,111.022,89.747,72.714,55.507,39.895,27.633,19.15,12.519,8.632,6.267,4.439,3.001,2.042,2.683,58.4
1989,12643.178,11989.464,11757.491,11401.265,11157.307,10836.893,10552.231,10303.312,10060.531,9743.278,9485.311,9303.6,9183.524,8936.962,8810.257,8606.283,8376.824,8181.847,7950.172,7768.628,7622.399,7426.53,7238.656,7079.163,6957.362,6800.053,6639.032,6466.042,6296.667,6114.704,5970.289,5832.064,5671.445,5507.511,5337.118,5134.36,4927.497,4718.92,4524.992,4315.927,3792.959,3717.259,3609.577,3486.677,3372.088,3272.695,3190.293,3124.324,3071.468,3034.003,3013.07,2947.047,2847.649,2740.097,2659.926,2570.301,2473.23,2373.63,2271.637,2168.519,2063.234,1963.043,1867.039,1772.154,1674.852,1579.611,1489.616,1403.534,1319.513,1236.342,1156.279,1074.825,992.681,911.88,833.266,754.762,682.853,616.283,551.72,489.43,432.742,372.405,311.658,256.685,210.009,167.156,135.948,111.613,91.738,73.164,58.444,43.943,31.07,21.142,14.379,9.226,6.244,4.444,3.083,2.041,3.063,58.9
1990,12728.336,12107.046,11800.273,11652.628,11318.066,11085.757,10779.232,10508.772,10272.608,10039.61,9727.792,9471.674,9290.244,9169.418,8921.679,8793.282,8587.729,8356.886,8160.689,7928.24,7746.229,7599.888,7404.413,7217.119,7058.178,6936.741,6779.751,6618.939,6446.156,6277.014,6095.432,5951.422,5813.671,5653.598,5490.136,5320.075,5117.548,4910.76,4702.167,4508.15,4299.107,3777.549,3701.565,3593.721,3470.646,3355.682,3255.598,3172.152,3104.814,3050.331,3011.037,2988.142,2920.584,2820,2711.323,2629.593,2538.226,2439.176,2337.362,2233.023,2127.543,2020.061,1917.809,1819.936,1723.471,1625.016,1528.948,1438.316,1351.724,1267.269,1183.676,1102.997,1020.916,938.251,857.135,778.565,700.803,629.983,564.855,502.236,442.289,387.931,330.849,274.117,223.299,180.553,141.945,113.986,92.371,74.904,58.898,46.34,34.275,23.808,15.899,10.611,6.682,4.432,3.09,2.099,3.302,59.4
1991,12746.28,12204.966,11924.83,11700.49,11571.794,11248.794,11029.319,10736.714,10478.794,10252.199,10024.389,9714.46,9458.744,9276.747,9154.71,8905.735,8775.903,8569.221,8337.547,8140.744,7908.176,7726.297,7580.276,7385.415,7198.72,7040.185,6918.872,6761.974,6601.211,6428.539,6259.598,6078.393,5934.73,5797.312,5637.565,5474.29,5304.244,5101.672,4894.761,4686.034,4491.879,4282.861,3762.702,3686.332,3578.15,3454.643,3338.98,3237.874,3153.102,3084.186,3027.963,2986.829,2961.994,2892.884,2791.022,2681.022,2597.403,2503.928,2402.599,2298.38,2191.637,2083.887,1974.418,1870.357,1770.882,1673.119,1573.793,1477.137,1386.006,1298.935,1213.971,1129.797,1048.349,965.587,882.605,801.574,723.613,647.224,578.044,514.766,454.373,396.943,345.052,291.361,238.782,192.254,153.555,119.203,94.487,75.544,60.396,46.774,36.2,26.303,17.93,11.75,7.696,4.749,3.086,2.106,3.493,59.8
1992,12800.522,12235.285,12027.378,11827.254,11621.692,11502.806,11192.828,10986.646,10706.528,10458.142,10236.673,10010.568,9700.96,9444.496,9260.944,9136.85,8885.963,8754.076,8545.746,8312.876,8115.284,7882.556,7700.812,7555.112,7360.853,7174.736,7016.617,6895.539,6738.967,6578.591,6406.446,6238.148,6057.7,5914.67,5777.781,5618.474,5455.447,5285.491,5083.002,4876.146,4667.507,4473.459,4264.661,3746.027,3669.278,3560.674,3436.575,3320.034,3217.767,3131.592,3061.102,3003.234,2960.375,2933.638,2862.94,2759.665,2648.103,2562.288,2466.461,2362.715,2256.077,2147.06,2037.279,1926.103,1820.521,1719.733,1620.951,1520.99,1423.886,1332.292,1244.683,1159.082,1074.217,992.097,908.937,826.053,745.675,668.95,594.474,527.336,466.198,408.222,353.458,304.226,254.128,205.871,163.751,129.156,98.973,77.403,61.012,48.041,36.596,27.822,19.836,13.269,8.533,5.478,3.311,2.105,3.616,60.2
1993,12833.782,12303.641,12065.949,11934.48,11751.925,11555.912,11448.359,11151.606,10957.279,10686.525,10443.163,10223.346,9997.485,9687.335,9429.681,9244.555,9118.752,8866.545,8733.301,8524.11,8290.854,8093.212,7860.87,7679.574,7534.29,7340.542,7154.801,6996.882,6875.866,6719.487,6559.409,6387.703,6219.901,6039.979,5897.292,5760.584,5601.35,5438.244,5268.128,5065.543,4858.631,4650.007,4455.969,4247.222,3729.92,3652.485,3543.1,3418.056,3300.342,3196.699,3108.998,3036.906,2977.392,2932.746,2903.954,2831.433,2726.422,2612.955,2524.637,2426.26,2320.03,2211.053,2099.946,1988.358,1875.717,1768.847,1666.964,1567.329,1466.823,1369.27,1277.141,1188.87,1102.544,1017.031,934.42,851.292,769.076,689.967,615.008,542.842,478.036,419.247,363.865,311.974,265.664,219.389,175.601,137.944,107.41,81.211,62.616,48.609,37.645,28.167,21.01,14.699,9.649,6.081,3.822,2.261,3.696,60.6
1994,12834.172,12349.877,12140.279,11976.8,11861.569,11687.89,11503.089,11407.523,11122.641,10937.304,10671.53,10429.801,10210.179,9983.603,9672.257,9413.057,9226.242,9098.743,8845.338,8710.931,8501.174,8267.853,8070.409,7838.596,7657.788,7512.878,7319.56,7134.158,6976.479,6855.621,6699.578,6539.937,6368.757,6201.458,6022.002,5879.538,5742.87,5583.59,5420.346,5250.062,5047.419,4840.507,4631.918,4437.831,4229.007,3712.891,3634.504,3524.068,3397.869,3278.845,3173.772,3084.576,3010.935,2949.766,2903.232,2872.161,2797.517,2690.466,2574.849,2483.853,2382.874,2274.253,2163.125,2050.158,1936.998,1823.115,1715.151,1612.312,1511.889,1410.83,1312.775,1220.029,1131.066,1044.134,958.292,875.644,793.12,712.174,634.85,562.054,492.489,430.237,374.001,321.447,272.703,229.606,187.366,148.127,114.882,88.262,65.792,49.957,38.141,29.009,21.292,15.583,10.698,6.881,4.246,2.612,3.848,61
1995,12886.621,12362.476,12191.007,12053.079,11905.465,11798.414,11635.538,11462.728,11378.221,11102.425,10921.883,10657.702,10416.006,10195.288,9966.794,9653.168,9391.456,9202.059,9072.074,8816.889,8680.962,8470.49,8237.076,8039.864,7808.661,7628.464,7484.108,7291.502,7106.827,6949.848,6829.65,6674.441,6515.673,6345.367,6178.843,6000.06,5857.992,5721.539,5562.421,5399.269,5229.06,5026.601,4819.873,4611.415,4417.286,4208.315,3693.336,3613.843,3502.255,3374.867,3254.578,3148.195,3057.637,2982.511,2919.658,2871.091,2837.477,2760.429,2651.132,2533.258,2439.555,2336.082,2225.277,2112.237,1997.642,1883.12,1768.168,1659.226,1555.473,1454.256,1352.621,1254.048,1160.736,1071.422,984.217,898.505,816.366,735.009,655.818,580.661,510.324,443.591,384.114,330.69,281.258,235.95,196.335,158.266,123.541,94.544,71.612,52.568,39.253,29.428,21.952,15.809,11.354,7.637,4.81,2.904,4.179,61.4
1996,12915.194,12429.896,12212.32,12109.184,11985.908,11845.918,11748.668,11597.1,11435.046,11358.851,11087.809,10908.709,10644.675,10402.167,10179.962,9949.659,9634.344,9370.991,9180.028,9048.645,8792.783,8656.314,8445.891,8212.875,8016.133,7785.558,7605.834,7461.829,7269.709,7085.516,6928.977,6809.155,6654.435,6496.137,6326.265,6160.061,5981.504,5839.432,5702.857,5543.619,5380.32,5209.966,5007.448,4800.612,4591.945,4397.388,4187.855,3673.74,3592.802,3479.811,3351.092,3229.488,3121.772,3029.778,2953.013,2888.23,2837.28,2800.716,2720.936,2609.187,2488.975,2392.585,2286.748,2173.926,2059.133,1943.042,1827.243,1711.252,1601.305,1496.592,1394.544,1292.344,1193.361,1099.746,1010.288,923.287,838.235,757.128,677.387,600.314,527.619,459.992,396.328,339.898,289.596,243.588,201.978,166.037,132.161,101.799,76.806,57.288,41.35,30.315,22.286,16.308,11.523,8.107,5.338,3.289,4.584,61.9
1997,12945.195,12472.425,12286.015,12134.582,12045.075,11928.783,11798.211,11711.518,11570.235,11416.324,11344.434,11074.889,10895.812,10630.987,10387.036,10163.043,9930.931,9614.11,9349.387,9157.205,9024.835,8768.732,8632.078,8421.954,8189.48,7993.257,7763.305,7584.053,7440.417,7248.804,7065.11,6909.001,6789.497,6635.156,6477.188,6307.594,6141.555,5963.104,5820.941,5684.184,5524.78,5361.277,5190.684,4987.956,4780.806,4571.675,4376.397,4166.035,3652.712,3570.17,3455.718,3325.702,3202.841,3093.795,3000.287,2921.708,2854.711,2801.037,2761.196,2678.47,2564.2,2441.726,2342.795,2234.773,2120.098,2003.672,1886.142,1769.053,1651.984,1540.997,1435.325,1332.532,1229.975,1130.92,1037.398,948.277,861.974,778.048,698.372,620.584,545.917,475.944,411.288,350.975,297.903,251.034,208.719,170.987,138.801,109.022,82.789,61.505,45.102,31.956,22.968,16.563,11.893,8.231,5.668,3.651,5.101,62.3
1998,12970.954,12516.41,12335.018,12211.989,12073.709,11990.538,11883.049,11762.628,11685.589,11552.08,11402.395,11331.695,11062.243,10882.261,10616.024,10370.338,10144.557,9910.802,9592.742,9326.992,9133.989,9001.043,8745.052,8608.468,8398.801,8166.941,7971.26,7741.941,7563.176,7419.919,7228.801,7045.559,6889.795,6770.491,6616.396,6458.619,6289.18,6123.214,5944.803,5802.496,5665.501,5505.855,5342.031,5171.027,4967.87,4760.151,4550.275,4354.014,4142.635,3630.138,3545.932,3430.057,3298.817,3174.722,3064.288,2969.106,2888.441,2818.899,2762.181,2718.796,2633.011,2516.285,2391.73,2290.43,2180.373,2063.94,1945.887,1826.847,1708.39,1590.202,1478.212,1371.742,1268.501,1165.992,1067.318,974.368,886.033,800.824,718.362,640.417,564.858,492.864,425.892,364.511,307.859,258.451,215.287,176.854,143.07,114.603,88.739,66.346,48.45,34.869,24.214,17.068,12.076,8.492,5.751,3.873,5.664,62.8
1999,13013.58,12556.103,12385.072,12264.551,12153.859,12021.726,11946.73,11848.813,11737.667,11667.933,11538.444,11389.967,11319.099,11048.814,10867.277,10599.297,10351.824,10124.354,9889.143,9570.131,9303.703,9110.248,8977.051,8721.425,8585.089,8375.984,8144.795,7949.697,7721.044,7542.782,7399.888,7209.208,7026.329,6870.807,6751.599,6597.657,6440.006,6270.682,6104.763,5926.364,5783.867,5646.551,5486.534,5322.213,5150.58,4946.749,4738.199,4527.347,4329.937,4117.461,3605.943,3520.123,3402.915,3270.497,3145.131,3033.166,2936.047,2852.963,2780.555,2720.53,2673.436,2584.629,2465.639,2339.219,2235.695,2123.673,2005.439,1885.629,1764.958,1645.084,1525.858,1413.111,1306.241,1203.034,1101.075,1003.252,911.269,824.039,740.194,659.453,583.499,510.441,441.414,377.762,319.982,267.291,221.811,182.549,148.079,118.2,93.33,71.141,52.274,37.455,26.412,17.985,12.437,8.616,5.927,3.925,6.16,63.2
2000,13063.472,12611.71,12430.323,12317.692,12208.914,12103.907,11979.705,11913.693,11824.556,11720.432,11654.455,11526.08,11377.45,11305.413,11033.519,10849.897,10579.907,10330.517,10101.321,9864.729,9544.959,9278.11,9084.464,8951.256,8696.197,8560.276,8351.872,8121.478,7927.077,7699.172,7521.457,7378.931,7188.67,7006.133,6850.842,6731.747,6578.007,6420.548,6251.399,6085.563,5907.175,5764.433,5626.691,5466.154,5301.152,5128.681,4923.964,4714.4,4502.457,4303.858,4090.347,3580.073,3492.754,3374.286,3240.679,3113.916,3000.162,2900.769,2814.939,2739.404,2675.924,2625.138,2533.504,2412.486,2284.378,2178.676,2064.591,1944.363,1822.631,1700.276,1579.103,1459.175,1346.177,1239.504,1136.856,1035.893,939.253,848.47,762.543,680.274,601.491,527.806,457.564,391.844,331.853,277.995,229.529,188.176,152.913,122.38,96.281,74.827,56.044,40.394,28.35,19.597,13.089,8.859,6.002,4.036,6.485,63.8
2001,13225.404,12675.078,12491.798,12366.492,12264.986,12161.546,12063.934,11948.363,11890.569,11808.034,11707.483,11642.446,11513.815,11364.023,11290.027,11016.042,10830.125,10558.106,10306.896,10076.187,9838.535,9518.384,9251.476,9057.953,8924.996,8670.701,8535.352,8327.758,8098.224,7904.541,7677.344,7500.096,7357.848,7167.923,6985.676,6830.611,6711.667,6558.179,6400.943,6231.965,6066.157,5887.663,5744.514,5606.151,5444.877,5278.963,5105.422,4899.632,4688.936,4475.867,4276.135,4061.738,3552.972,3464.215,3344.461,3209.522,3081.075,2965.159,2863.137,2774.282,2695.476,2628.587,2574.288,2480.051,2357.167,2227.402,2119.35,2002.925,1880.48,1756.758,1632.867,1510.803,1390.775,1278.205,1172.221,1070.543,970.836,875.522,786.065,701.609,621.142,544.603,473.529,406.473,344.431,288.447,238.809,194.774,157.65,126.381,99.678,77.175,58.923,43.278,30.546,21.011,14.244,9.309,6.161,4.079,6.745,64.3
2002,13357.063,12847.663,12561.065,12431.541,12316.795,12220.209,12123.672,12034.08,11926.323,11874.667,11795.46,11695.811,11630.448,11500.683,11349.135,11272.915,10996.951,10809.046,10535.438,10282.938,10051.297,9813.161,9493.138,9226.567,9033.456,8900.939,8647.497,8512.74,8305.897,8077.091,7883.926,7657.186,7480.157,7337.972,7148.221,6966.165,6811.284,6692.465,6539.175,6382.064,6213.1,6047.103,5868.249,5724.42,5585.154,5422.866,5255.777,5080.948,4873.941,4662.061,4447.911,4247.182,4032.059,3524.978,3434.725,3313.499,3176.89,3046.337,2927.864,2822.906,2730.875,2648.862,2578.773,2521.153,2424.432,2299.663,2168.021,2057.255,1938.205,1813.455,1687.913,1562.964,1440.697,1321.286,1209.638,1104.736,1004.233,905.855,811.936,723.939,641.171,562.803,488.878,420.827,357.372,299.396,247.757,202.591,163.108,130.222,102.863,79.827,60.704,45.438,32.672,22.595,15.239,10.106,6.456,4.174,6.904,64.9
2003,13293.583,12987.118,12734.775,12501.056,12382.059,12272.386,12182.604,12093.89,12011.833,11910.098,11861.627,11783.185,11682.939,11615.761,11483.223,11328.215,11248.097,10968.565,10777.227,10500.869,10246.261,10013.222,9774.44,9454.625,9188.673,8996.415,8864.892,8612.902,8479.369,8273.883,8046.367,7854.245,7628.484,7452.222,7310.68,7121.716,6940.486,6786.389,6668.211,6515.534,6358.852,6190.102,6024.043,5844.92,5700.47,5560.339,5397.068,5228.856,5052.838,4844.787,4631.978,4417.084,4215.691,4000.08,3494.853,3403.016,3280.052,3141.41,3008.417,2887.154,2779.196,2684.149,2599.239,2526.222,2465.405,2366.159,2239.253,2105.365,1991.581,1869.838,1743.016,1616.226,1491.005,1369.575,1251.289,1140.891,1037.182,937.832,840.784,748.363,662.041,581.28,505.419,434.561,369.995,310.582,257.058,210.061,169.531,134.615,105.886,82.287,62.711,46.745,34.246,24.122,16.351,10.786,6.99,4.361,7.039,65.4
2004,13144.141,12949.871,12879.858,12678.14,12454.787,12340.509,12237.205,12154.692,12072.996,11996.519,11897.791,11849.983,11770.94,11669.02,11599.192,11463.436,11304.981,11221.32,10938.866,10744.919,10466.753,10210.98,9977.392,9738.666,9419.588,9154.621,8963.429,8832.975,8582.361,8449.874,8245.455,8018.872,7827.446,7602.37,7426.652,7285.614,7097.364,6916.888,6763.449,6645.722,6493.394,6336.814,6167.921,6001.454,5821.735,5676.351,5535.068,5370.58,5201.081,5023.798,4814.746,4601.156,4385.683,4183.694,3967.528,3464.008,3370.148,3244.918,3103.773,2967.996,2843.79,2732.931,2635.125,2547.529,2471.63,2407.444,2305.283,2175.756,2039.274,1922.35,1798.125,1669.822,1542.596,1418.094,1297.704,1180.841,1071.755,969.166,870.934,775.309,684.608,600.307,522,449.148,381.874,321.303,266.389,217.675,175.532,139.698,109.275,84.554,64.519,48.19,35.153,25.223,17.41,11.541,7.438,4.707,7.218,65.8
2005,13037.634,12828.906,12850.713,12827.745,12635.564,12416.764,12308.279,12211.646,12135.553,12058.971,11985.221,11887.157,11838.86,11758.484,11654.564,11582.284,11444.063,11283.29,11197.417,10913.482,10718.329,10439.609,10183.689,9950.297,9712.097,9393.967,9129.975,8939.651,8809.906,8560.161,8428.115,8224.092,7997.793,7806.49,7581.617,7406.067,7265.243,7077.424,6897.369,6744.199,6626.474,6473.989,6316.997,6147.481,5980.157,5799.428,5652.731,5509.969,5344.02,5173.086,4994.511,4784.558,4570.305,4354.276,4151.562,3934.535,3432.347,3335.85,3207.806,3063.765,2925.026,2797.972,2684.467,2584.093,2493.823,2414.832,2346.787,2241.142,2108.601,1969.432,1849.582,1723.489,1594.547,1467.726,1344.195,1225.114,1109.697,1001.811,900.28,803.254,709.289,620.687,538.897,463.601,394.341,331.225,275.18,225.192,181.551,144.349,113.159,87.066,66.144,49.46,36.149,25.823,18.156,12.254,7.936,4.994,7.533,66.4
